iter	PRAUC	Logloss
884	0.9901053576	0.1450573464
885	0.9901144602	0.1449838953
886	0.9901361232	0.1448511925
887	0.990161923	0.1447219261
888	0.9901773867	0.1446483352
889	0.9901950945	0.144510943
890	0.990202906	0.1444603514
891	0.990224674	0.144345542
892	0.9902370629	0.1442776178
893	0.9902435337	0.1442106422
894	0.9902569092	0.1441324584
895	0.9902708699	0.1440193859
896	0.990319845	0.1438610601
897	0.990345464	0.1437445999
898	0.9903797124	0.1436475117
899	0.9904276846	0.1435217353
900	0.9904437463	0.1434193048
901	0.990451863	0.1433511686
902	0.9904652844	0.1432447496
903	0.9904846035	0.1431351677
904	0.9905005536	0.1430437555
905	0.9905248656	0.1429304869
906	0.9905437861	0.1428416443
907	0.9905609288	0.1427392484
908	0.9905663855	0.1426450586
909	0.9905895602	0.1425194236
910	0.9906116244	0.14243476
911	0.9906313666	0.1423058702
912	0.9906473294	0.1422232566
913	0.9906533581	0.142158792
914	0.9906900431	0.1419863745
915	0.9907134812	0.1418437491
916	0.9907437703	0.141724711
917	0.9907520581	0.1416464273
918	0.990759366	0.1415591977
919	0.9907911652	0.1414655386
920	0.9908047565	0.1413413919
921	0.9908281369	0.1412265907
922	0.990847907	0.1411321208
923	0.9908662202	0.1410330007
924	0.9908871993	0.1409395726
925	0.9909038305	0.1408307218
926	0.9909172417	0.1407610268
927	0.9909323418	0.1407051169
928	0.9909466691	0.1406381033
929	0.9909612137	0.1405349122
930	0.9909811522	0.1404134922
931	0.9910081595	0.1403138437
932	0.99102344	0.1401726971
933	0.9910373685	0.1400780783
934	0.991069453	0.1399856089
935	0.9910832759	0.139901687
936	0.9911006198	0.139828321
937	0.9911077331	0.139768971
938	0.9911207623	0.139714694
939	0.9911310037	0.1396285632
940	0.9911570904	0.1395266654
941	0.9911644903	0.139442951
942	0.9911865223	0.1393602871
943	0.9912117477	0.1392328636
944	0.9912331269	0.1391146685
945	0.9912761269	0.1389837674
946	0.9913068886	0.1388699485
947	0.9913287724	0.1387786189
948	0.991346709	0.1386706542
949	0.9913646045	0.138572146
950	0.9913826522	0.1384698886
951	0.9913988192	0.1383987419
952	0.9914130979	0.1383139455
953	0.9914229223	0.1382740488
954	0.9914460094	0.1381845654
955	0.991464812	0.1380855636
956	0.9914842041	0.1379886984
957	0.9915006543	0.1379020518
958	0.9915393336	0.1377784546
959	0.9915581004	0.1377343107
960	0.9915714692	0.1376444138
961	0.9915827947	0.1375834814
962	0.9916049756	0.1374651943
963	0.9916178945	0.137381049
964	0.991650865	0.1372601551
965	0.9916657298	0.1371559702
966	0.9916743211	0.1370508625
967	0.9916825351	0.1369704385
968	0.9917113692	0.1368613055
969	0.9917392078	0.1367283969
970	0.9917524679	0.1366352807
971	0.9917758556	0.1365205537
972	0.9917875076	0.1364442778
973	0.9917972837	0.1363665446
974	0.9918271621	0.1362256387
975	0.9918340478	0.1361806722
976	0.9918434836	0.1360654544
977	0.9918579821	0.135997262
978	0.9918891985	0.1358785477
979	0.9919039946	0.1357900396
980	0.9919113754	0.1357424773
981	0.9919268461	0.1356270423
982	0.9919376019	0.1355717507
983	0.9919592228	0.1354851518
984	0.9919817957	0.1354016828
985	0.9920031173	0.1352888421
986	0.9920291702	0.1351353089
987	0.9920413653	0.1350434984
988	0.9920620926	0.1349178921
989	0.9920685035	0.1348520342
990	0.9920865372	0.1347637346
991	0.992096845	0.1346520845
992	0.9921091259	0.1345774003
993	0.9921331021	0.1344816883
994	0.9921512632	0.1343706223
995	0.9921615339	0.1342957348
996	0.9921825881	0.1341839194
997	0.9921989993	0.1341027991
998	0.9922106135	0.1340263969
999	0.9922183612	0.1339734853
